literature_id,reference_short,doi,year,source_dataset,formulation_id,cell_type,salt_name,salt_name_2,salt_name_3,salt_concentration_m,salt_concentration_2_m,salt_concentration_3_m,anion_name,solvent_1,solvent_1_fraction,solvent_2,solvent_2_fraction,solvent_3,solvent_3_fraction,additive_1,additive_1_fraction,additive_2,additive_2_fraction,temperature_c,current_density_ma_cm2,areal_capacity_mah_cm2,ce_mean,ce_std,ce_metric_definition,cycle_count,interfacial_resistance_ohm_cm2,conductivity_ms_cm,viscosity_cp,transference_number,substrate_type,separator_type,usable_for_md,pilot_priority,raw_source_location,notes,raw_electrolyte_text,raw_reference_id,fc,oc,fo,inor,f_total,f_solvent,f_anion,o_total,o_solvent,o_anion,c_total,c_solvent,c_anion,in_pilot_window,ce_bin
cui2023_023,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,1m_lifsi_ec_dec_v_1_1,Li|Cu,LiFSI,,,1.0,,,FSI,EC,0.5,DEC,0.5,,,,,,,,0.5,1.0,93.0,,Aurbach,10.0,,,,,,,yes,high,,,1M LiFSI EC/DEC (v 1:1),,0.0463841189088739,0.9013498177036698,0.051460729228353,1.0173101149758546,0.0125604655833376,0.0,0.0125604655833376,0.2440786551547218,0.2189577239880464,0.0251209311666753,0.2707923720188356,0.2707923720188356,0.0,True,low
cui2023_008,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,1m_lipf6_ec_dec_1_2_w_w,Li|Cu,LiPF6,,,1.0,,,PF6,EC,0.2667578659370725,DEC,0.7332421340629275,,,,,,,,1.0,1.0,83.7,,Cycle,40.0,,,,,,,yes,high,"Genovese, M. et al. Combinatorial Methods for Improving Lithium Metal Cycling Efficiency. J. Electrochem. Soc. 165, A3000–A3013 (2018).",,1M LiPF6 EC-DEC (1:2 w/w),10.0,0.1419944987430708,0.7135544441110758,0.1989960260425022,0.8792146926446586,0.038236109961216,0.0,0.038236109961216,0.1921450931540182,0.1921450931540182,0.0,0.2692788122052644,0.2692788122052644,0.0,True,low
cui2023_011,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,1_m_lipf6_ec_dmc_1_2_vol,Li|Cu,LiPF6,,,1.0,,,PF6,EC,0.333,DMC,0.667,,,,,,,,0.5,0.5,86.0,,Cycle,100.0,,,,,,,yes,high,"Ma, Y. et al. Enabling reliable lithium metal batteries by a bifunctional anionic electrolyte additive. Energy Storage Mater. 11, 197–204 (2018).",,1 M LiPF6 EC-DMC (1:2 vol),36.0,0.1548646205138512,1.0,0.1548646205138512,1.1806753905994931,0.0392179675896959,0.0,0.0392179675896959,0.2532403299060051,0.2532403299060051,0.0,0.2532403299060051,0.2532403299060051,0.0,True,low
cui2023_013,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,1_m_lipf6_ec_dec_1_1_vol,Li|Cu,LiPF6,,,1.0,,,PF6,EC,0.5,DEC,0.5,,,,,,,,0.5,0.5,88.0,,Cycle,100.0,,,,,,,yes,high,"Xu, L. et al. Self-leveling electrolyte enabled dendrite-free lithium deposition for safer and stable lithium metal batteries. Chem. Eng. J. 419, 129494 (2021).",,1 M LiPF6-EC/DEC (1:1 vol.),38.0,0.1391523567266217,0.808581579885922,0.1720943936742336,0.9709259960669808,0.0381607130732046,0.0,0.0127202376910682,0.2217429182814697,0.2217429182814697,0.0254404753821364,0.2742369153558434,0.2742369153558434,0.0,True,low
cui2023_015,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,1m_lipf6_ec_dec_1_1_w_w,Li|Cu,LiPF6,,,1.0,,,PF6,EC,0.4248366013071895,DEC,0.5751633986928105,,,,,,,,1.0,1.0,90.3,,Cycle,40.0,,,,,,,yes,high,"Genovese, M. et al. Combinatorial Methods for Improving Lithium Metal Cycling Efficiency. J. Electrochem. Soc. 165, A3000–A3013 (2018).",,1M LiPF6 EC-DEC (1:1 w/w),10.0,0.1400557452898177,0.7783767459418648,0.1799331056843753,0.9417751154466522,0.0381849775908377,0.0,0.0381849775908377,0.2122176319115996,0.2122176319115996,0.0,0.2726412794549874,0.2726412794549874,0.0,True,low
cui2023_019,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,1_m_lipf6_fec_dmc_1_1_v,Li|Cu,LiPF6,,,1.0,,,PF6,FEC,0.5,EC,0.5,DMC,,,,,,,1.0,1.0,91.78,,Cycle,50.0,,,,,,,yes,high,"Xu, L. et al. Self-leveling electrolyte enabled dendrite-free lithium deposition for safer and stable lithium metal batteries. Chem. Eng. J. 419, 129494 (2021).",,1 M LiPF6 FEC-DMC (1:1 v),38.0,0.3349148440560682,1.0,0.3349148440560682,1.3609681218326808,0.08696295308457,0.0463734716710645,0.0405894814135054,0.2596569086976972,0.2596569086976972,0.0,0.2596569086976972,0.2596569086976972,0.0,True,low
cui2023_020,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,1_m_lipf6_fec_ec_dec_2_9_9_vol,Li|Cu,LiPF6,,,1.0,,,PF6,FEC,0.1,EC,0.45,DEC,0.45,,,,,,0.5,1.0,92.2,,Cycle,150.0,,,,,,,yes,high,"Gu, S. et al. Nitrate Additives Coordinated with Crown Ether Stabilize Lithium Metal Anodes in Carbonate Electrolyte. Adv. Funct. Mater. 31, 2102128 (2021).",,1 M LiPF6 FEC-EC-DEC (2:9:9 vol),39.0,0.1717405726269909,0.826925360582763,0.207685700322408,1.0219654285423558,0.0472449141186303,0.0087875138960155,0.0384574002226148,0.2274827493914509,0.2274827493914509,0.0,0.2750946581577035,0.2750946581577035,0.0,True,low
cui2023_034,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,1_m_lipf6_ec_dec_1_1_vol_5_vol_fec,Li|Cu,LiPF6,,,1.0,,,PF6,EC,0.5,DEC,0.5,FEC,0.05,,,,,,0.5,0.5,95.0,,Cycle,100.0,,,,,,,yes,high,"Zhang, X.-Q., Cheng, X.-B., Chen, X., Yan, C. & Zhang, Q. Fluoroethylene Carbonate Additives to Render Uniform Li Deposits in Lithium Metal Batteries. Adv. Funct. Mater. 27, 1605989 (2017).",,1 M LiPF6-EC/DEC (1:1 vol.) + 5 vol% FEC,15.0,0.147992106301661,0.817295568904966,0.1810753807217439,0.9874239566889412,0.0407441839605101,0.0041777177837831,0.0365664661767269,0.2250122783014944,0.2250122783014944,0.0,0.2753132243246734,0.2753132243246734,0.0,True,low
cui2023_038,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,1_m_lipf6_fec_emc_dmc_34_6_57_2_8_2_wt,Li|Cu,LiPF6,,,1.0,,,PF6,FEC,0.278628829745826,EC,0.6259312142878466,EMC,0.0954399559663273,DMC,,,,,1.0,1.0,95.0,,Cycle,100.0,,,,,,,yes,high,"Huang, K. et al. Regulation of SEI Formation by Anion Receptors to Achieve Ultra-Stable Lithium-Metal Batteries. Angew. Chemie Int. Ed. 60, 19232–19240 (2021).",,1 M LiPF6 FEC-EMC-DMC (34.6:57.2:8.2 wt) ,43.0,0.2514363767088479,0.8451276887732866,0.297512884797102,1.1221685835499349,0.0652345229482593,0.0253763637589749,0.0398581591892843,0.219266210916371,0.219266210916371,0.0,0.2594474347830666,0.2594474347830666,0.0,True,low
cui2023_014,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,0_6m_litfsi_0_4m_libob_ec_emc_5_5_wt,Li|Cu,LiTFSI,LiBOB,,0.6,0.4,,TFSI,EC,0.4325021496130696,EMC,0.5674978503869303,,,,,,,,0.5,1.0,88.1,,Aurbach,10.0,,,,,,,yes,high,"Li, X. et al. Dendrite-Free and Performance-Enhanced Lithium Metal Batteries through Optimizing Solvent Compositions and Adding Combinational Additives. Adv. Energy Mater. 8, 1703022 (2018).",,0.6M LiTFSI 0.4M LiBOB EC-EMC (5:5 wt),7.0,0.0814760570422074,0.9392558336046142,0.0867453297889287,1.070522814394837,0.0221826299358415,0.0,0.0221826299358415,0.2557213165229416,0.2212150032894102,0.0345063132335313,0.2722594924340807,0.2550063358173149,0.0172531566167656,True,low
cui2023_041,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,lifsi_1_4dme_3tfeb,Li|Cu,LiFSI,,,,,,FSI,DME,,,,,,,,,,,0.5,1.0,95.4,,Aurbach,10.0,,,,,,,yes,medium,"Cao, X. et al. Effects of fluorinated solvents on electrolyte solvation structures and electrode/electrolyte interphases for lithium metal batteries. Proc. Natl. Acad. Sci. 118, e2020357118 (2021).",,LiFSI-1.4DME-3TFEB,44.0,1.2288135593220335,0.6694915254237288,1.8354430379746831,2.1525423728813555,0.2700186219739292,0.2513966480446927,0.0186219739292364,0.1471135940409683,0.1098696461824953,0.0372439478584729,0.2197392923649906,0.2197392923649906,0.0,True,mid
cui2023_063,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,1m_lifsi_dme,Li|Cu,LiFSI,,,1.0,,,FSI,DME,1.0,,,,,,,,,,0.5,1.0,97.25,,Aurbach,10.0,,,,,,,yes,medium,"Kim, S. C. et al. Potentiometric Measurement to Probe Solvation Energy and Its Correlation to Lithium Battery Cyclability. J. Am. Chem. Soc. 143, 10301–10308 (2021).",,1M LiFSI DME,5.0,0.0519124423963133,0.6038248847926267,0.0859726780126688,0.7336059907834102,0.0121872717929299,0.0,0.0121872717929299,0.1417574987152787,0.1173829551294187,0.0243745435858599,0.2347659102588375,0.2347659102588375,0.0,True,mid
cui2023_070,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,5_m_lifsi_pc,Li|Cu,LiFSI,,,5.0,,,FSI,PC,1.0,,,,,,,,,,0.5,1.0,97.5,,Cycle,100.0,,,,,,,yes,medium,"Fan, X. et al. Highly Fluorinated Interphases Enable High-Voltage Li-Metal Batteries. Chem 4, 174–185 (2018).",,5 M LiFSI PC,52.0,0.2126833333333333,1.175366666666667,0.1809506253367743,1.7070749999999997,0.0493073935974961,0.0,0.0493073935974961,0.2724908715055737,0.1738760843105813,0.0986147871949923,0.2318347790807751,0.2318347790807751,0.0,True,mid
cui2023_088,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,4_6_m_lifsi_dme,Li|Cu,LiFSI,,,4.6,,,FSI,DME,1.0,,,,,,,,,,0.5,0.5,98.2,,Cycle,200.0,,,,,,,yes,medium,"Alvarado, J. et al. Bisalt ether electrolytes: a pathway towards lithium metal batteries with Ni-rich cathodes. Energy Environ. Sci. 12, 780–794 (2019).",,4.6 M LiFSI DME,56.0,0.2387972350230415,0.977594470046083,0.2442702391839274,1.5745875576036867,0.045975716332696,0.0,0.045975716332696,0.188216609957457,0.096265177292065,0.091951432665392,0.19253035458413,0.19253035458413,0.0,True,mid
cui2023_046,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,6_m_lipf6_ec_dec_1_1_vol,Li|Cu,LiPF6,,,6.0,,,PF6,EC,0.5,DEC,0.5,,,,,,,,0.5,1.0,96.0,,Cycle,90.0,,,,,,,yes,medium,"Yuan, S. et al. Revisiting the designing criteria of advanced solid electrolyte interphase on lithium metal anode under practical condition. Nano Energy 83, 105847 (2021).",,6 M LiPF6 EC-DEC (1:1 vol),46.0,0.8349141403597302,0.808581579885922,1.0325663620454022,1.7826480769722737,0.1825282292192541,0.0,0.1825282292192541,0.1767714269305514,0.1767714269305514,0.0,0.2186191614153405,0.2186191614153405,0.0,True,mid
cui2023_055,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,1m_lipf6_fec_dec_1_1_w_w,Li|Cu,LiPF6,,,1.0,,,PF6,FEC,0.4013997529847674,EC,0.5986002470152326,DEC,,,,,,,1.0,1.0,97.0,,Cycle,40.0,,,,,,,yes,medium,"Genovese, M. et al. Combinatorial Methods for Improving Lithium Metal Cycling Efficiency. J. Electrochem. Soc. 165, A3000–A3013 (2018).",,1M LiPF6 FEC-DEC (1:1 w/w),10.0,0.2791178598823517,0.7602378314832817,0.3671454488627218,1.0636200803066806,0.0756972920947941,0.0362140027500061,0.039483289344788,0.206177939367833,0.206177939367833,0.0,0.2712018934463762,0.2712018934463762,0.0,True,mid
cui2023_043,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,3m_litfsi_dme,Li|Cu,LiTFSI,,,3.0,,,TFSI,DME,1.0,,,,,,,,,,0.5,1.0,95.7,,Aurbach,10.0,,,,,,,yes,medium,"Jiao, S. et al. Stable cycling of high-voltage lithium metal batteries in ether electrolytes. Nat. Energy 3, 739–746 (2018).",,3M LiTFSI DME,17.0,0.4042544707829104,0.7021272353914552,0.5757567153160317,1.3085089415658209,0.0890623352893636,0.0,0.0890623352893636,0.1546874450964545,0.0953125549035454,0.0593748901929091,0.2203125549035454,0.1906251098070908,0.0296874450964545,True,mid
cui2023_049,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,3_25m_litfsi_sl,Li|Cu,LiTFSI,,,3.25,,,TFSI,SL,1.0,,,,,,,,,,0.5,1.0,96.5,,Cycle,100.0,,,,,,,yes,medium,"Fu, J. et al. Lithium Nitrate Regulated Sulfone Electrolytes for Lithium Metal Batteries. Angew. Chemie Int. Ed. 59, 22194–22201 (2020).",,3.25M LiTFSI SL,24.0,0.402275686840317,0.7011378434201585,0.5737469323835261,1.5210283997772744,0.0931217311161578,0.0,0.0931217311161578,0.1623045385694713,0.1002233844920327,0.0620811540774385,0.2314873460227847,0.2004467689840655,0.0310405770387192,True,mid
cui2023_058,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,0_5_m_litfsi_0_5_m_lino3_dol_dme_1_1_v,Li|Cu,LiTFSI,LiNO3,,0.5,0.5,,TFSI,DOL,0.5,DME,0.5,,,,,,,,0.5,0.5,97.0,,Cycle,100.0,,,,,,,yes,medium,"May, R., Fritzsching, K. J., Livitz, D., Denny, S. R. & Marbella, L. E. Rapid Interfacial Exchange of Li Ions Dictates High Coulombic Efficiency in Li Metal Anodes. ACS Energy Lett. 6, 1162–1169 (2021).",,0.5 M LiTFSI 0.5 M LiNO3 DOL-DME (1:1 v),48.0,0.0718957792491235,0.6576269522515341,0.1093260837363373,0.7774532510000733,0.0180447169030797,0.0,0.0180447169030797,0.1650540866953426,0.1440019169750829,0.0210521697202596,0.2509843705922373,0.2449694649578774,0.0060149056343599,True,mid
cui2023_079,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,1m_litfsi_dme_dol_1_1_3_lino3,Li|Cu,LiTFSI,LiNO3,,1.0,0.4663763909046928,,TFSI,DME,0.5,DOL,0.5,,,,,,,,0.5,1.0,97.8,,Cycle,350.0,,,,,,,yes,medium,"Qiu, F. et al. A Concentrated Ternary-Salts Electrolyte for High Reversible Li Metal Battery with Slight Excess Li. Adv. Energy Mater. 9, 1803372 (2019).",,1M LiTFSI DME-DOL (1:1) 3% LiNO3,12.0,0.1404262079490808,0.6866835270815207,0.2044991650606611,0.9082380836804292,0.034465817032538,0.0,0.034465817032538,0.1685376907153353,0.1375234576817016,0.0310142330336336,0.2454372124399703,0.2339486067624576,0.0114886056775126,True,mid
cui2023_101,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,6_m_lifsi_dmc,Li|Cu,LiFSI,,,6.0,,,FSI,DMC,1.0,,,,,,,,,,0.5,1.0,98.7,,Cycle,200.0,,,,,,,yes,high,"Fan, X. et al. Highly Fluorinated Interphases Enable High-Voltage Li-Metal Batteries. Chem 4, 174–185 (2018).",,6 M LiFSI DMC,52.0,0.3367401869158879,1.6734803738317758,0.2012214736315385,2.5153308411214956,0.0592466406645663,0.0,0.0592466406645663,0.2944349804984247,0.1759416991692921,0.1184932813291326,0.1759416991692921,0.1759416991692921,0.0,True,high
cui2023_104,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,1m_lifsi_0_3_m_lino3_fec_gbl_1_2_v_v,Li|Cu,LiFSI,LiNO3,,1.0,0.3,,FSI,FEC,0.333,EC,0.667,GBL,,,,,,,0.5,1.0,98.8,,Cycle,200.0,,,,,,,yes,high,"Jie, Y. et al. Enabling High-Voltage Lithium Metal Batteries by Manipulating Solvation Structure in Ester Electrolyte. Angew. Chemie Int. Ed. 59, 3505–3510 (2020).",,1M LiFSI+0.3 M LiNO3-FEC/GBL (1:2 v/v),9.0,0.1348017382123737,0.7412135090036525,0.1818662727741912,0.9437710238269752,0.0404827500732151,0.0281506540320117,0.0123320960412034,0.2225962486374774,0.192382613336529,0.0302136353009483,0.3003132645770228,0.3003132645770228,0.0,True,high
cui2023_105,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,8_m_lifsi_pc,Li|Cu,LiFSI,,,8.0,,,FSI,PC,1.0,,,,,,,,,,0.5,1.0,98.8,,Cycle,200.0,,,,,,,yes,high,"Fan, X. et al. Highly Fluorinated Interphases Enable High-Voltage Li-Metal Batteries. Chem 4, 174–185 (2018).",,8 M LiFSI PC,52.0,0.3402933333333333,1.4305866666666665,0.237869778365985,2.2813199999999996,0.0687257647565704,0.0,0.0687257647565704,0.2889218009478673,0.1514702714347264,0.1374515295131408,0.2019603619129685,0.2019603619129685,0.0,True,high
cui2023_106,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,1_m_lifsi_dol_dme_1_1_vol,Li|Cu,LiFSI,,,1.0,,,FSI,DOL,0.5,DME,0.5,,,,,,,,0.5,1.0,98.9,,Aurbach,10.0,,,,,,,yes,high,"Holoubek, J. et al. Tailoring electrolyte solvation for Li metal batteries cycled at ultra-low temperature. Nat. Energy 6, 303–313 (2021).",,1 M LiFSI DOL-DME (1:1 vol),61.0,0.0491073908774235,0.6860509718687625,0.0715797993021683,0.8088194490623214,0.0120660994936343,0.0,0.0120660994936343,0.1685685013267254,0.1444363023394568,0.0241321989872686,0.2457084214421484,0.2457084214421484,0.0,True,high
cui2023_125,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,10_m_lifsi_dmc,Li|Cu,LiFSI,,,10.0,,,FSI,DMC,1.0,,,,,,,,,,0.5,1.0,99.2,,Cycle,200.0,,,,,,,yes,high,"Fan, X. et al. Highly Fluorinated Interphases Enable High-Voltage Li-Metal Batteries. Chem 4, 174–185 (2018).",,10 M LiFSI DMC,52.0,0.5612336448598132,2.1224672897196264,0.2644251092010709,3.5255514018691594,0.0824595611457446,0.0,0.0824595611457446,0.3118446708593085,0.1469255485678191,0.1649191222914893,0.1469255485678191,0.1469255485678191,0.0,True,high
cui2023_121,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,5_5m_lifsi_dmc,Li|Cu,LiFSI,,,5.5,,,FSI,DMC,1.0,,,,,,,,,,0.5,1.0,99.2,,Aurbach,10.0,,,,,,,yes,high,"Chen, S. et al. High-Voltage Lithium-Metal Batteries Enabled by Localized High-Concentration Electrolytes. Adv. Mater. 30, 1–7 (2018).",,5.5M LiFSI DMC,23.0,0.3086785046728972,1.6173570093457943,0.19085365994596,2.3890532710280374,0.0556840424653077,0.0,0.0556840424653077,0.2917630318489808,0.1803949469183653,0.1113680849306154,0.1803949469183653,0.1803949469183653,0.0,True,high
cui2023_126,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,4_5_m_lifsi_dme_1_1,Li|Cu,LiFSI,,,4.5,,,FSI,DME,1.0,,,,,,,,,,0.5,1.0,99.22,,Cycle,500.0,,,,,,,yes,high,"Huang, F. et al. Enhancing metallic lithium battery performance by tuning the electrolyte solution structure. J. Mater. Chem. A 6, 1612–1620 (2018).",,4.5 M LiFSI/DME (1 : 1),19.0,0.2336059907834101,0.9672119815668204,0.2415251208995402,1.5512269585253458,0.0452021356041775,0.0,0.0452021356041775,0.1871529364557441,0.096748665247389,0.0904042712083551,0.193497330494778,0.193497330494778,0.0,True,high
cui2023_131,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,10_m_lifsi_ec_dmc,Li|Cu,LiFSI,,,10.0,,,FSI,EC,0.5,DMC,0.5,,,,,,,,0.5,1.0,99.3,,Cycle,240.0,,,,,,,yes,high,"Fan, X. et al. Highly Fluorinated Interphases Enable High-Voltage Li-Metal Batteries. Chem 4, 174–185 (2018).",,10 M LiFSI EC-DMC,52.0,0.4962526714065123,1.9925053428130248,0.2490596440288091,3.2331370213293056,0.0812285786990745,0.0,0.0812285786990745,0.326141069605314,0.1636839122071648,0.1624571573981491,0.1636839122071648,0.1636839122071648,0.0,True,high
cui2023_096,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,1_m_litfsi_dol_dme_1_1_vol_2wt_lino3,Li|Cu,LiTFSI,LiNO3,,1.0,0.3109175939364618,,TFSI,DOL,0.5,DME,0.5,,,,,,,,0.5,1.0,98.5,,Cycle,150.0,,,,,,,yes,high,"Yuan, S. et al. Revisiting the designing criteria of advanced solid electrolyte interphase on lithium metal anode under practical condition. Nano Energy 83, 105847 (2021).",,1 M LiTFSI DOL-DME (1:1 vol) 2wt% LiNO3,46.0,0.1404262079490808,0.6757682824062332,0.2078023068041312,0.8936844241133793,0.0346203975244413,0.0,0.0346203975244413,0.1666025659526175,0.1381402555866117,0.0284623103660057,0.2465380076131859,0.2349978751050388,0.0115401325081471,True,high
cui2023_094,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,3_25m_litfsi_0_1m_lino3_sl,Li|Cu,LiTFSI,LiNO3,,3.25,0.1,,TFSI,SL,1.0,,,,,,,,,,0.5,1.0,98.5,,Cycle,100.0,,,,,,,yes,high,"Fu, J. et al. Lithium Nitrate Regulated Sulfone Electrolytes for Lithium Metal Batteries. Angew. Chemie Int. Ed. 59, 22194–22201 (2020).",,3.25M LiTFSI 0.1M LiNO3 SL,24.0,0.402275686840317,0.7073267001407787,0.5687268510580081,1.5292802087381012,0.0928999105906518,0.0,0.0928999105906518,0.1633471506010823,0.0999846474802788,0.0633625031208035,0.2309359318241083,0.1999692949605577,0.0309666368635505,True,high
